"subject.id"	"activity"	"fBodyAcc.mean().X"	"fBodyAcc.mean().Y"	"fBodyAcc.mean().Z"	"fBodyAcc.std().X"	"fBodyAcc.std().Y"	"fBodyAcc.std().Z"	"fBodyAccJerk.mean().X"	"fBodyAccJerk.mean().Y"	"fBodyAccJerk.mean().Z"	"fBodyAccJerk.std().X"	"fBodyAccJerk.std().Y"	"fBodyAccJerk.std().Z"	"fBodyAccMag.mean()"	"fBodyAccMag.std()"	"fBodyBodyAccJerkMag.mean()"	"fBodyBodyAccJerkMag.std()"	"fBodyBodyGyroJerkMag.mean()"	"fBodyBodyGyroJerkMag.std()"	"fBodyBodyGyroMag.mean()"	"fBodyBodyGyroMag.std()"	"fBodyGyro.mean().X"	"fBodyGyro.mean().Y"	"fBodyGyro.mean().Z"	"fBodyGyro.std().X"	"fBodyGyro.std().Y"	"fBodyGyro.std().Z"	"tBodyAcc.mean().X"	"tBodyAcc.mean().Y"	"tBodyAcc.mean().Z"	"tBodyAcc.std().X"	"tBodyAcc.std().Y"	"tBodyAcc.std().Z"	"tBodyAccJerk.mean().X"	"tBodyAccJerk.mean().Y"	"tBodyAccJerk.mean().Z"	"tBodyAccJerk.std().X"	"tBodyAccJerk.std().Y"	"tBodyAccJerk.std().Z"	"tBodyAccJerkMag.mean()"	"tBodyAccJerkMag.std()"	"tBodyAccMag.mean()"	"tBodyAccMag.std()"	"tBodyGyro.mean().X"	"tBodyGyro.mean().Y"	"tBodyGyro.mean().Z"	"tBodyGyro.std().X"	"tBodyGyro.std().Y"	"tBodyGyro.std().Z"	"tBodyGyroJerk.mean().X"	"tBodyGyroJerk.mean().Y"	"tBodyGyroJerk.mean().Z"	"tBodyGyroJerk.std().X"	"tBodyGyroJerk.std().Y"	"tBodyGyroJerk.std().Z"	"tBodyGyroJerkMag.mean()"	"tBodyGyroJerkMag.std()"	"tBodyGyroMag.mean()"	"tBodyGyroMag.std()"	"tGravityAcc.mean().X"	"tGravityAcc.mean().Y"	"tGravityAcc.mean().Z"	"tGravityAcc.std().X"	"tGravityAcc.std().Y"	"tGravityAcc.std().Z"	"tGravityAccMag.mean()"	"tGravityAccMag.std()"
"41"	7	"WALKING_DOWNSTAIRS"	-0.152364594083333	-0.143684051422917	-0.139312439582222	-0.156790702242708	-0.1353142672125	-0.135450330095556	-0.161368156383333	-0.170248942604167	-0.163686857444444	-0.187267462168542	-0.191476983389583	-0.198652617066667	-0.168922250422917	-0.1863697936875	-0.191115855596222	-0.176562270166667	-0.185387851458333	-0.197171586645833	-0.1892780413	-0.192918250868889	-0.187165362020833	-0.186301586047917	-0.175376240276222	-0.148765860645833	-0.163151391479167	-0.199297356251111	-0.213333019095556	-0.190115350720833	-0.214940276952083	-0.222391744866667	-0.196601291985417	-0.180275951395833	-0.144020525266667	-0.152948042354167	-0.174361002208333	-0.192958995866667	-0.158512001895833	-0.180395348828125	-0.1155289577875	-0.120299471291667	-0.109534264228889	-0.152199692189583	-0.167781944282222	-0.115445353291667	-0.177392736070833	-0.149400573244444	-0.110559909979167	-0.17598950940625	-0.164909599327333	-0.124889327625	-0.141257474841667	-0.155321205464444	-0.0731653664791667	-0.11606503664375	-0.14219429455625	-0.1697053958	-0.118366181044444	-0.115873052275	-0.197876182755556	-0.189417555333333	-0.183010836385417	-0.172820557462222	-0.173167840066667	-0.192924526541667	-0.1696585420875	-0.176446938357778
"42"	7	"WALKING_UPSTAIRS"	-0.439603999583333	-0.385255048180392	-0.376871618814815	-0.399817177666667	-0.377677766196078	-0.392705379388889	-0.380454871010417	-0.376582837568627	-0.37555424287037	-0.328592627979167	-0.332616417296667	-0.324920352812963	-0.342103043708333	-0.317566679503922	-0.306427050444444	-0.339059887375	-0.306150514608333	-0.308190388647059	-0.350864838529412	-0.328967058796296	-0.336957669708333	-0.340027976509804	-0.345712591259259	-0.362488115708333	-0.336573493352941	-0.310212567740741	-0.290083959275926	-0.282974169814583	-0.316922436043137	-0.314797473888889	-0.353067624729167	-0.34644185472549	-0.36090110162963	-0.3615002958125	-0.35976958454902	-0.336521856566667	-0.350194719220833	-0.342887385376471	-0.394343530320833	-0.373855875058824	-0.406830282666667	-0.404082952604167	-0.352648773185185	-0.388950344672917	-0.375072309666667	-0.375916115127778	-0.407483347604167	-0.404609534784314	-0.416413136444444	-0.434447304208333	-0.420061057058824	-0.411659377481481	-0.419693181083333	-0.43221983727451	-0.411940216607843	-0.421348914018519	-0.365428856888889	-0.400378713666667	-0.3304022874	-0.33529822294375	-0.335036229711765	-0.327195162148148	-0.35073110990625	-0.358422038941176	-0.390848520470588	-0.380501403092593
"43"	8	"LAYING"	-0.737751515756863	-0.719699901124074	-0.762865443886667	-0.804595846284314	-0.789950725209259	-0.797769102750877	-0.80057237812549	-0.782983143464815	-0.745414295921053	-0.767702825303922	-0.757036663561111	-0.733196915614035	-0.791548275119608	-0.799009456675926	-0.780089906819298	-0.816356842035294	-0.768630880939216	-0.774054984787037	-0.801237864903704	-0.789469943007018	-0.730721210568627	-0.729333421553704	-0.698666167017544	-0.735001010476471	-0.75558679717037	-0.762366945970175	-0.745996783964912	-0.731125689545098	-0.711686008307407	-0.717250188304561	-0.693547316637255	-0.700370077814815	-0.725880450581754	-0.743988131911765	-0.718589827685185	-0.687308033754386	-0.671050395882353	-0.671287160537037	-0.657527626490196	-0.636559410944444	-0.708563780859649	-0.723313616394118	-0.654672453508772	-0.651979183960784	-0.645577807425926	-0.657650610052632	-0.641681944176471	-0.651363636222222	-0.667835688807017	-0.693666563686275	-0.699030813555556	-0.715425110508772	-0.732862704313725	-0.720043598592593	-0.683428506755556	-0.709917791698246	-0.652845183175439	-0.676715194535294	-0.705290503510526	-0.71706792884902	-0.717229495648148	-0.708281141867544	-0.724821040817059	-0.714419073659259	-0.692364038	-0.680396435491228
"44"	8	"SITTING"	-0.803103079244444	-0.756770645360417	-0.762924567495778	-0.752111861824444	-0.722730858454167	-0.71706995974	-0.700050393164444	-0.732286433679167	-0.743158859388889	-0.741707692026667	-0.695841528004167	-0.731478038222222	-0.646761739148889	-0.630613071166667	-0.634954526073333	-0.6294110148	-0.616596511955556	-0.621190732697917	-0.602240865604167	-0.626490630733333	-0.717923191088889	-0.695191778333333	-0.729820837844444	-0.740644431377778	-0.683919457833333	-0.665289696933333	-0.678360291444444	-0.681868019266667	-0.658114883875	-0.690028434088889	-0.685230160244444	-0.6616441850625	-0.7009984514	-0.685559437177778	-0.699833510064583	-0.741340071742222	-0.7459236432	-0.729998638378333	-0.821589410171111	-0.83349617868125	-0.805676204973333	-0.800649557817778	-0.791716972757778	-0.794633194746667	-0.807330500366667	-0.80036721538	-0.77878473582	-0.790770189044375	-0.778288560091111	-0.7604903562	-0.776011787318917	-0.77305949152	-0.766599183271111	-0.767823284839583	-0.79042902766875	-0.796420911417778	-0.851046718353333	-0.84051153044	-0.687619124488889	-0.673195604777778	-0.671769018889583	-0.663896376044444	-0.647234453022222	-0.6673173401875	-0.80564954585625	-0.82413812616
"45"	8	"STANDING"	-0.648008338690526	-0.636874105454902	-0.635447054796296	-0.645067630210526	-0.676394783372549	-0.684788612	-0.687990251684211	-0.690941197509804	-0.699531911814815	-0.686277164157895	-0.739855254352941	-0.736577472259259	-0.748946969842105	-0.77143498145098	-0.765776417555556	-0.749257655649123	-0.786449858424561	-0.7866784817	-0.78201607154902	-0.792855077705556	-0.741635492596491	-0.741554199	-0.736948279	-0.735818068964912	-0.776087512607843	-0.775230672924074	-0.800800290214259	-0.761792522489474	-0.822352402072549	-0.831909669118518	-0.823560457878947	-0.825767739235294	-0.792218242601852	-0.78253984474386	-0.803314707662745	-0.813929405153704	-0.795121422789474	-0.784027126919608	-0.672243196596491	-0.648244854843137	-0.681410224955556	-0.69141731177193	-0.759273333653704	-0.751860194529825	-0.752417543643137	-0.736482347240741	-0.723758093069649	-0.728366524464706	-0.706804942275926	-0.689577960087719	-0.70384162254902	-0.707253893666667	-0.693390466433333	-0.690501985647059	-0.638157367372549	-0.645214980574074	-0.635103281314815	-0.610162002017544	-0.815541151077778	-0.789609787192982	-0.82494920397451	-0.804148944301852	-0.770201205561403	-0.799661216770588	-0.689031467039216	-0.695200303111111
"46"	8	"WALKING"	-0.086533787670625	-0.100712215597917	-0.11090622880625	-0.15055813775	-0.147969783677083	-0.111094453770833	-0.112154241814583	-0.124516945847917	-0.135669430375	-0.111540099397917	-0.119101836958333	-0.113555000610417	-0.106861301489583	-0.113778079958333	-0.1404300602	-0.155644699577083	-0.177458219393271	-0.153221472020833	-0.149968639645833	-0.182026583441667	-0.171447596254167	-0.159979088229167	-0.15237270053125	-0.111682335666667	-0.140871869229167	-0.148874986291667	-0.153112898704167	-0.198539187020833	-0.191663607166667	-0.182792710085417	-0.2025259431	-0.215489383347917	-0.179038839922917	-0.19334664525	-0.186477849508333	-0.20945635131625	-0.204730166833333	-0.225304334270833	-0.187396471661667	-0.194998359208333	-0.1358019525375	-0.154527978116667	-0.214399725666667	-0.196232150916667	-0.187980006831042	-0.18799723356875	-0.200345705160417	-0.182350088072083	-0.18005121513125	-0.1475976609	-0.207680460833333	-0.1957502889375	-0.137470313427083	-0.127925576333333	-0.122875239520833	-0.112318162429167	-0.1908215185625	-0.108136829895833	-0.22173897741875	-0.192657247583333	-0.20417825975	-0.174664656479167	-0.1531198093125	-0.182583738875	-0.131446414335417	-0.133061534429167
"47"	8	"WALKING_DOWNSTAIRS"	-0.0749434654769231	0.00171965248717948	0.04822227215	0.0368835264230769	0.063039153474359	0.0741125475833333	0.0120858549666667	0.0164601499282051	0.0835281118277778	0.0342867092564103	0.027124320251282	0.052528659625	-0.00594929997692308	0.0209939174871795	0.0238007953611111	0.00188714128205128	0.021686523651282	0.0491899611897436	0.00649270383846154	-0.00454158213888889	-0.00409597418717949	0.0109689827794872	0.0775567155944445	0.0440408196589744	0.0406019717179487	0.0280999814083333	0.0722592515833333	0.0519411733025641	0.0505273908820513	0.0305028288333333	0.0219196982025641	0.0279458690097436	0.0193584876555556	-0.00542949124974359	0.00992035811538461	0.0190134154583333	-0.0647371952871795	-0.0423520721487179	-0.093866602774359	-0.0464063499512821	-0.0502164713611111	-0.0781482803948718	0.00891820773	-0.0365067261435897	-0.0159355813333333	-0.0111598563972222	-0.0603119169692308	-0.0163739676794872	-0.0522779169722222	-0.0520022502230769	-0.0551849754476923	-0.00475233350000001	-0.0872575038820513	-0.0679736848974359	-0.053594657	-0.0743879195697222	0.00401391908333333	0.000683360930769226	0.0489429703527778	-0.0159434029948718	-0.0221884824564103	0.00585912508333333	-0.0363725647615385	-0.000709257603333332	-0.0344389388897436	-0.0162141056388889
"48"	8	"WALKING_UPSTAIRS"	-0.177405582019048	-0.153687824469048	-0.225275804758974	-0.1992498585	-0.156556703452381	-0.21490676074359	-0.237712393547619	-0.239708971466667	-0.264034683333333	-0.198749062047619	-0.212188864114286	-0.207488847358974	-0.161239901192381	-0.186456143333333	-0.143885684246154	-0.203267805238095	-0.151715112359524	-0.144473270738095	-0.177668159464286	-0.140514225230769	-0.198015593547619	-0.204186858357143	-0.164837574897436	-0.174484963071429	-0.147369287047619	-0.149247049179487	-0.119420699251282	-0.118582170385714	-0.153696592930952	-0.101271127789744	-0.0658776450761905	-0.137385168595238	-0.156882251771795	-0.114088759119048	-0.137838393833333	-0.0933664481230769	-0.0530098271428571	-0.0843818598095238	-0.101069134119048	-0.110758835166667	-0.131894006066667	-0.136267569047619	-0.112793700261538	-0.0941266620047619	-0.101774085161905	-0.109268793466667	-0.0988544939166667	-0.0705497680976191	-0.109949882384615	-0.110611549435714	-0.0926240862142857	-0.122504772112821	-0.0912792950357143	-0.0981152985785714	-0.173342376319048	-0.165445576692308	-0.211166270041026	-0.19280752335	-0.140799343846154	-0.104176404785714	-0.137567568904762	-0.131626795535897	-0.165226938619048	-0.159895765071429	-0.135413657595238	-0.121662353794872
"49"	9	"LAYING"	-0.738180050784314	-0.740377736254902	-0.7062813211875	-0.700301675647059	-0.705407009588235	-0.680437605095833	-0.707632988680392	-0.711692549529412	-0.666078991916667	-0.705295041047059	-0.711526486223529	-0.71815365905625	-0.79617005622549	-0.800330176192157	-0.745457904477083	-0.752841210017647	-0.757594121913725	-0.754561392229412	-0.75570966454902	-0.736288531375	-0.761527363733333	-0.765571075070588	-0.80302068983125	-0.802931517952941	-0.802389165509804	-0.795239409497917	-0.734597771583333	-0.758765209819608	-0.759318567686274	-0.79204386158375	-0.820586317205882	-0.823339922384314	-0.6996534093125	-0.710620416856863	-0.708921151378431	-0.67410060775	-0.709147321562745	-0.713566404572549	-0.663629394431373	-0.665887584862745	-0.613052779833333	-0.632228312980392	-0.700880754208333	-0.703698565656863	-0.702208264823529	-0.719030779916667	-0.723384657176471	-0.716631333980392	-0.715455273541667	-0.710035577707843	-0.707238170521569	-0.658760170077083	-0.664355144754902	-0.666536817143137	-0.709180207588235	-0.69622652904375	-0.692798412520833	-0.712329774254902	-0.799183159570833	-0.787135964529412	-0.79416369562549	-0.7605144208125	-0.7770074405	-0.764213353333333	-0.63472353545098	-0.59336839175
"50"	9	"SITTING"	-0.7660161417	-0.751239517117647	-0.748510656588235	-0.7797231135625	-0.790111892980392	-0.805203755980392	-0.8027953413125	-0.799059305403922	-0.777937456705882	-0.76064396706875	-0.767568402376471	-0.746529198488235	-0.712547144770833	-0.703314871176471	-0.687554100098039	-0.699769691666667	-0.665614875458333	-0.663292631705882	-0.720740278392157	-0.674560982901961	-0.744710133141667	-0.731133462501177	-0.690270375017647	-0.706145617083333	-0.701098109054902	-0.683551494984314	-0.650060706254902	-0.634149946208333	-0.628086662935294	-0.614724739807843	-0.60418978475	-0.613243654901961	-0.650677098509804	-0.6561154298125	-0.666204641882353	-0.675111534607843	-0.66591818838125	-0.679415919339216	-0.731567545920833	-0.763245179101961	-0.743921909094118	-0.76166558329375	-0.668371022537255	-0.67912518130625	-0.695286297088235	-0.674403192017647	-0.6823861805125	-0.68237878927451	-0.679077110431373	-0.702855254822917	-0.728459888141176	-0.702206795635294	-0.714694283309375	-0.755078885362745	-0.762168752762745	-0.739782936490196	-0.740557121325294	-0.759144662327083	-0.601142711901961	-0.6041072593125	-0.631701734	-0.634967991705882	-0.641927479327083	-0.658899436031373	-0.792854535601961	-0.7476546247
"51"	9	"STANDING"	-0.68588849125	-0.712504104496	-0.692788105619048	-0.6462145554375	-0.639760937466667	-0.612544721404762	-0.61340665781875	-0.627479859355556	-0.624227305571429	-0.614507933089583	-0.619673564155556	-0.609245972969048	-0.669314133295833	-0.682577365822222	-0.687370649238095	-0.67850560020625	-0.678220619436042	-0.709298990737778	-0.667340053246667	-0.66521874855	-0.6437008852125	-0.679388074288889	-0.687207005214286	-0.6765655866875	-0.688474720262222	-0.668778392638095	-0.7313943911	-0.724157920655833	-0.729059983293333	-0.747775673333333	-0.758059926708333	-0.785032446266667	-0.791332625923571	-0.762170375647917	-0.765168456086667	-0.759752087857143	-0.759681092766667	-0.791304151911111	-0.705518874854167	-0.723244422377778	-0.744899525261905	-0.71157525728125	-0.796358988780952	-0.779179902272917	-0.806618009644444	-0.788608229019048	-0.806072510620833	-0.831816484533333	-0.816384598547619	-0.7881000168125	-0.787116779066667	-0.764038687595238	-0.737578514033333	-0.738704820866667	-0.714195707733333	-0.677016487285714	-0.729759876142857	-0.701468332291667	-0.797523779269048	-0.7877928417275	-0.790718770866667	-0.764430720969048	-0.758241581839583	-0.761083329555556	-0.701525733148222	-0.69798024552381
"52"	9	"WALKING"	-0.279108432692593	-0.278431077770833	-0.267255084957407	-0.282440873977407	-0.267420469883333	-0.260538706111111	-0.293050401962963	-0.2928606144375	-0.230793744222222	-0.236421869968519	-0.238347260097917	-0.228432531659259	-0.206503978674259	-0.225055547183333	-0.255425157685185	-0.253794956507407	-0.237339754359259	-0.274099853833333	-0.246972446270833	-0.219538977053704	-0.223885516503704	-0.219674058179167	-0.205599831481481	-0.216889931605556	-0.217718071979167	-0.23426915237037	-0.243564859468519	-0.237309232777778	-0.250742179835417	-0.242124796502019	-0.248892719172222	-0.250978957458333	-0.337230121295296	-0.338319882685185	-0.366824433520833	-0.357642462851852	-0.353671550688889	-0.363374422079167	-0.312585689888889	-0.298194771926875	-0.347830465666667	-0.37554874912963	-0.336062624099	-0.324794464759259	-0.355360838666667	-0.316472525462963	-0.319813094992593	-0.334798157083333	-0.326894323592593	-0.344622740022407	-0.347631312083333	-0.332285687814815	-0.341521186351852	-0.3569940258125	-0.3059767326875	-0.271758763183333	-0.290552962844444	-0.303236778794074	-0.258518043472222	-0.28096115037037	-0.272369032979167	-0.294774613862963	-0.305711619185185	-0.318356519104167	-0.3563615580625	-0.330990250316667
"53"	9	"WALKING_DOWNSTAIRS"	-0.215329099435897	-0.232223934921429	-0.270133696888889	-0.218544520461538	-0.223908877547619	-0.213090686733333	-0.142824605641026	-0.185041537047619	-0.1615568722	-0.144229273225641	-0.100404043309524	-0.148250451742	-0.17550311104359	-0.195177780866667	-0.165756521888889	-0.1776147687	-0.107632518353846	-0.112704047021429	-0.141283504071429	-0.116903982365556	-0.149282881117949	-0.164321291761905	-0.175049310044444	-0.152846770433333	-0.167706071380952	-0.130765289873333	-0.0783256112266667	-0.12432740275641	-0.181306043719048	-0.183235086428889	-0.164830526641026	-0.207577321483333	-0.188834444008889	-0.1453359601	-0.115523784711595	-0.137022427822222	-0.110558852192308	-0.151111241287143	-0.161223119025641	-0.158865392664286	-0.153814953977778	-0.13561908495641	-0.111302424666667	-0.125546900118718	-0.143456338057143	-0.135685132908889	-0.158561317461538	-0.153946647444286	-0.178183068488889	-0.127715584871795	-0.122869332359524	-0.106284477913333	-0.147602060154872	-0.162406016115238	-0.224240960319048	-0.22833933042	-0.152749200826667	-0.1954624114	-0.220850747733333	-0.210559114076923	-0.191781415419048	-0.189752325466667	-0.163359898115385	-0.188582297069048	-0.134118899052381	-0.158538914066667
"54"	9	"WALKING_UPSTAIRS"	-0.30217214525	-0.301601810156863	-0.283818476447917	-0.2979418067875	-0.337425901705882	-0.375749610325	-0.423481797354167	-0.395736097641176	-0.381438673208333	-0.3939846015625	-0.428931766235294	-0.4195835066875	-0.357933088625	-0.384404544137255	-0.3772433848125	-0.398530566064583	-0.391937395025	-0.395661184647059	-0.425811830607843	-0.414968869402083	-0.3868982791875	-0.39542078117451	-0.363800491179167	-0.349252273833333	-0.376177041254902	-0.343388346627083	-0.406055781020833	-0.4043185943125	-0.390804860411765	-0.324790917470833	-0.316712937179167	-0.316421225764706	-0.359710911166667	-0.372707007804167	-0.404134803039216	-0.4247023710625	-0.38771917575	-0.372464393670196	-0.277759049208333	-0.289036418215686	-0.369675374708333	-0.357369551354167	-0.380826926833333	-0.329971502479167	-0.321294874647647	-0.346848190541667	-0.30968355318125	-0.337371679047059	-0.349640599541667	-0.335051417408333	-0.342219303386274	-0.336521951895833	-0.335182742208333	-0.355626652137255	-0.273833100819608	-0.252035446107083	-0.297006300934396	-0.271904370891667	-0.283047155340625	-0.3274168891875	-0.347087975925294	-0.298987521105	-0.305161580270833	-0.344222189827451	-0.339889481219608	-0.34697887135
"55"	10	"LAYING"	-0.749996051636842	-0.753537931275439	-0.728040368773333	-0.711560186396491	-0.719055456661053	-0.710263873316667	-0.725829546442105	-0.729417226001754	-0.719645734478333	-0.729121790101754	-0.741427340140351	-0.722538033963333	-0.66321051331579	-0.667405560491228	-0.658333333185	-0.668791522157895	-0.710147205754386	-0.716230175192982	-0.678405159649123	-0.679954645916667	-0.720112868412281	-0.722526514763158	-0.7002772135	-0.687980347666667	-0.687277249807018	-0.66551174535	-0.7142503157	-0.743764023964912	-0.74317973754386	-0.728357484566667	-0.775346096736842	-0.784130030245614	-0.737418654705	-0.788072259431579	-0.806567226982456	-0.7975348291	-0.852173514012281	-0.858015161788947	-0.805325260480175	-0.814080640894737	-0.761903187826667	-0.786563094391228	-0.829437189236667	-0.834865294891228	-0.834482255473684	-0.791769393466667	-0.813362897318246	-0.823754720412281	-0.774991921924	-0.769223169875439	-0.78452616695614	-0.778558390228333	-0.788569401675439	-0.798562955805263	-0.775260240596491	-0.748172462808333	-0.767990956203333	-0.764759549731579	-0.735449759516667	-0.748552834349123	-0.757098656898246	-0.721769854147833	-0.762689400975439	-0.778631034712281	-0.797826500036842	-0.767754503808333
"56"	10	"SITTING"	-0.715851832266852	-0.723279787685185	-0.709309388703704	-0.70927235937037	-0.716704901981482	-0.690450646685185	-0.678231269537037	-0.695706672011111	-0.679356443624074	-0.707052252031481	-0.728492414438889	-0.72975500627037	-0.791602395145	-0.800740180818518	-0.769248174983333	-0.77017957992037	-0.748202189064815	-0.76372449117963	-0.78082184447963	-0.732178356781481	-0.750201189427778	-0.774336878851852	-0.790792465505556	-0.808188812214815	-0.811396928509259	-0.793882013655556	-0.743641042846481	-0.794022643564815	-0.802489703426482	-0.80687752302037	-0.832849868811852	-0.841496901411111	-0.767060787288889	-0.754310582794444	-0.754563431037037	-0.717516036222222	-0.723129055296296	-0.728309409222222	-0.662303211018519	-0.675613617277778	-0.64538777687037	-0.630874916907407	-0.701053036835185	-0.704222684353704	-0.722075175303704	-0.728671701481482	-0.736159849061111	-0.740292492383333	-0.731062013398148	-0.718800058333333	-0.721174572851852	-0.669435093925926	-0.658001955925926	-0.669642944685185	-0.68870317162963	-0.692697048722222	-0.673283279555556	-0.681962168444444	-0.815067916796852	-0.829519729866667	-0.835777100992593	-0.803395857633333	-0.78497302777963	-0.797775694996296	-0.65082757264	-0.646498952751852
"57"	10	"STANDING"	-0.747499984382222	-0.759575348255556	-0.774264095771429	-0.769392182451111	-0.781905694508889	-0.798517708990476	-0.792722279284444	-0.808117265471111	-0.817910290642857	-0.786137773888889	-0.791959653266667	-0.788671549833333	-0.68978629996	-0.696742200666667	-0.701619399692857	-0.715741136311111	-0.709002152466667	-0.716540199044444	-0.721378944511111	-0.733848628134762	-0.74135922674	-0.755283163284444	-0.746401058366667	-0.73557197892	-0.729641500933333	-0.713502289152381	-0.7212189275	-0.6641296602	-0.672970446977778	-0.654491501428571	-0.614288238888889	-0.623125205066667	-0.670883096309524	-0.69724327586	-0.707498293055556	-0.71777133952381	-0.674846161088889	-0.686141799844444	-0.77059186726	-0.780213674577778	-0.771881287547619	-0.781841517455556	-0.688977555190476	-0.685896997955556	-0.691294805844444	-0.674744077833333	-0.655713789066667	-0.668830719488889	-0.699444464690476	-0.718093008	-0.724684045461111	-0.729217540047619	-0.744744735615556	-0.761282302134889	-0.7815225354	-0.772608502030952	-0.764432579316667	-0.768243361413333	-0.627108604683333	-0.614402814977778	-0.620946027273333	-0.625340074285714	-0.642955326088889	-0.649294245911111	-0.796027888355556	-0.791121763047619
"58"	10	"WALKING"	-0.268076044814815	-0.265490781444444	-0.254239930176471	-0.253806965796296	-0.22903241537963	-0.260057991019608	-0.247987064425926	-0.243152653907407	-0.274507704235294	-0.234148337722222	-0.23281156462963	-0.238478235384314	-0.231771496227778	-0.213191273257407	-0.23832351212549	-0.260811179518519	-0.216654585453704	-0.209682631633333	-0.20985901537963	-0.202206145201961	-0.217442835555556	-0.209950315877778	-0.246167103604098	-0.219918723925926	-0.195297893637037	-0.203662129666667	-0.207362473152941	-0.210202025277778	-0.193015217612407	-0.173626482352941	-0.186395815498148	-0.196798410488889	-0.184096964891569	-0.17810509577963	-0.183280536816667	-0.177361478509804	-0.174633825668519	-0.157629648040741	-0.201560336282778	-0.188654618037037	-0.192110929156863	-0.221549298968519	-0.197307925764706	-0.177691430985185	-0.160793713955556	-0.157681606647059	-0.178507967959259	-0.180268406957407	-0.175043446151627	-0.199566251569444	-0.188883668083333	-0.202844308856863	-0.21372373427963	-0.197778523675926	-0.197268367462963	-0.191770480445098	-0.192996797882353	-0.200325319627778	-0.197025705038431	-0.192464441857407	-0.194644484748148	-0.187259742666667	-0.188871788227778	-0.198154830444444	-0.20872962937037	-0.199757024490196
"59"	10	"WALKING_DOWNSTAIRS"	-0.0674123642576923	-0.0748169727055556	-0.0804377410230769	-0.0681782085153846	-0.0793225267777778	-0.0998705939307692	-0.048163772625641	-0.0596813236527778	-0.101717551961538	-0.0732093951589744	-0.0814372570197222	-0.115460647820513	-0.113154496010256	-0.0840693592777778	-0.151525237469231	-0.110414079561538	-0.131480426102564	-0.129329308747222	-0.0824874078055556	-0.142223644517949	-0.0999239755179487	-0.0848459718111111	-0.0794891702564103	-0.104338928820513	-0.0910183666388889	-0.110116070841026	-0.162134955205128	-0.139238263282051	-0.113287617472222	-0.136950176871795	-0.108307315205128	-0.125949180188889	-0.0957419314102564	-0.0858998074717949	-0.0844045329269444	-0.114313408025641	-0.126480255717949	-0.130240530888889	-0.0994415323666667	-0.0922838456944444	-0.158557966258974	-0.145904983948718	-0.168444832284615	-0.101738986130769	-0.132737743111111	-0.155393527929744	-0.0768540885897436	-0.105448147277778	-0.139176653846154	-0.0860306592794872	-0.07534071365	-0.0977949120846154	-0.0585137715384615	-0.0573488107777778	-0.111016416566667	-0.140120736048718	-0.120668668328205	-0.0730825081205128	-0.134144834522564	-0.143011153153846	-0.147958450083333	-0.152120256205128	-0.114909270188205	-0.109788646855556	-0.121471714588889	-0.153200838223077
"60"	10	"WALKING_UPSTAIRS"	-0.290281510482222	-0.255753398463333	-0.261507377979167	-0.256502305488889	-0.246541444472917	-0.211659552520833	-0.166984941311111	-0.206492459504167	-0.209798711010417	-0.230893051646667	-0.206407006145833	-0.181161564895833	-0.203209041300889	-0.172257740447083	-0.187528464449167	-0.133479198456667	-0.176928537233333	-0.172804952479167	-0.139594179847917	-0.170696597441667	-0.175004422688889	-0.154320170377083	-0.181454809979167	-0.206303380524444	-0.2006864081875	-0.202440927839583	-0.182360307304167	-0.177865846344444	-0.1550693721625	-0.204880988397917	-0.185955003177778	-0.201762222189083	-0.2022272315625	-0.180063275911111	-0.214195960358333	-0.1913509116075	-0.239966460837778	-0.2291273940625	-0.246418890375556	-0.2534325951625	-0.212117477125	-0.221848732666667	-0.225948472847917	-0.215653916504444	-0.195940642227083	-0.22616748987625	-0.276888218933333	-0.264257851645833	-0.246807628389167	-0.222534030022222	-0.2399294381875	-0.251513139502083	-0.266898765355556	-0.2500880644375	-0.257788032166667	-0.265313273583333	-0.205386099916667	-0.248798957133333	-0.231391694021312	-0.199348884808889	-0.220652359714583	-0.227378509110417	-0.201320976222222	-0.213575057366167	-0.275348540570833	-0.239171485416667
"61"	11	"LAYING"	-0.721420410394737	-0.722347489470175	-0.713225092887719	-0.71750076487193	-0.741558029203509	-0.733396567350877	-0.735616299792982	-0.753158598912281	-0.71731440031579	-0.725562879438597	-0.74230395462807	-0.712726569315789	-0.716765853077193	-0.717461096587895	-0.717163707798246	-0.718979998931579	-0.726591077582456	-0.760113865449123	-0.741160782126316	-0.728454324980702	-0.715146017736842	-0.722155138105263	-0.702026556070175	-0.6997759005	-0.698883858492982	-0.712338014877193	-0.738230577414035	-0.737853903045614	-0.741032011901404	-0.760373311303509	-0.754135639812281	-0.740320256984211	-0.777592459629825	-0.775808955705614	-0.774227159236842	-0.766278040994737	-0.765940314024561	-0.765825527305263	-0.732219656596491	-0.726512217821053	-0.753064179008772	-0.749631742217544	-0.741840091424561	-0.741591028052632	-0.740485234666667	-0.745638426926316	-0.735476465335088	-0.735823194656491	-0.76437460474386	-0.770780168421053	-0.760742788247368	-0.770634293789474	-0.770281764598421	-0.775261992245614	-0.70111702194386	-0.718318439635088	-0.691075734977193	-0.696442740392632	-0.757033736038596	-0.756879916745614	-0.732289054296491	-0.769125950214035	-0.775157704985965	-0.777582221980526	-0.76141397054386	-0.72897201925614
